"url","status","x_robots","meta_robots","canonical","canonical_ok"
"https://punktwidzenia.info.pl","200","","","","false"
"https://punktwidzenia.info.pl/100-tysiecy-ludzi-na-moscie-w-sydney-ogromny-protest-w-sprawie-gazy","200","","index,follow","https://punktwidzenia.info.pl/100-tysiecy-ludzi-na-moscie-w-sydney-ogromny-protest-w-sprawie-gazy","true"
"https://punktwidzenia.info.pl/15-sierpnia-a-jedzenie-miesa-rozwiewamy-watpliwosci","200","","","","false"
"https://punktwidzenia.info.pl/65-miliarda-dolarow-za-czogi-z-korei-czy-polska-zbroi-sie-na-powaznie","200","","","","false"
"https://punktwidzenia.info.pl/6-dni-pod-lupa-drogowki-ruszya-ogolnoeuropejska-akcja-roadpol","200","","","","false"
"https://punktwidzenia.info.pl/800-tylko-dla-wybranych-wyciek-propozycji-reformy-oburzy-opinie-publiczna","200","","","","false"
"https://punktwidzenia.info.pl/80-lat-po-hiroszimie-swiat-znow-igra-z-ogniem-atomu","200","","","","false"
"https://punktwidzenia.info.pl/alkoholowa-plaga-czy-polska-traci-kontrole-nad-narodowym-nalogiem","200","","","","false"
"https://punktwidzenia.info.pl/andrzej-duda-odebra-odznaczenie-jolancie-lange-powod-wspopraca-z-sb","200","","index,follow","https://punktwidzenia.info.pl/andrzej-duda-odebra-odznaczenie-jolancie-lange-powod-wspopraca-z-sb","true"
"https://punktwidzenia.info.pl/autonomiczna-taksowka-baidu-wpada-do-wykopu-w-chongqingu-powazne-pytania-o-bezpieczenstwo-ai","200","","","","false"
"https://punktwidzenia.info.pl/bron-w-rekach-obywateli-co-oznacza-lawinowy-wzrost-pozwolen-na-bron-w-polsce","200","","index,follow","https://punktwidzenia.info.pl/bron-w-rekach-obywateli-co-oznacza-lawinowy-wzrost-pozwolen-na-bron-w-polsce","true"
"https://punktwidzenia.info.pl/bryan-adams-z-gwiazda-w-krakowie-tumy-fanow-i-wyprzedany-koncert","200","","index,follow","https://punktwidzenia.info.pl/bryan-adams-z-gwiazda-w-krakowie-tumy-fanow-i-wyprzedany-koncert","true"
"https://punktwidzenia.info.pl/burze-paralizuja-polske-imgw-ostrzega-a-warszawa-tonie","200","","","","false"
"https://punktwidzenia.info.pl/chopin-a-sonata-in-paris-polska-superprodukcja-o-legendzie-muzyki","200","","","","false"
"https://punktwidzenia.info.pl/coldplay-i-korporacyjna-burza-kamera-uchwycia-ceo-i-szefowa-hr","200","","","","false"
"https://punktwidzenia.info.pl/demolka-w-izbie-przyjec-w-sosnowcu-36-latek-wtargna-do-szpitala-i-zdewastowa-wnetrze","200","","","","false"
"https://punktwidzenia.info.pl/dramat-w-kirgistanie-pacjenci-umieraja-przez-brak-lekow","200","","","","false"
"https://punktwidzenia.info.pl/dziaka-to-nowe-mieszkanie-polacy-zmieniaja-styl-zycia-na-zielony","200","","","","false"
"https://punktwidzenia.info.pl/eksplozja-drona-na-wschodzie-polski-rosnace-napiecia-przy-granicy","200","","index,follow","https://punktwidzenia.info.pl/eksplozja-drona-na-wschodzie-polski-rosnace-napiecia-przy-granicy","true"
"https://punktwidzenia.info.pl/fim-enduro-vintage-trophy-2025-klasyczne-motocykle-wracaja-na-szlaki-piekoszowa","200","","","","false"
"https://punktwidzenia.info.pl/gpt-5-bez-rewolucji-czy-sztuczna-inteligencja-utknela-w-miejscu","200","","","","false"
"https://punktwidzenia.info.pl/grozne-burze-i-upa-nad-polska-imgw-ostrzega-niemal-poowe-kraju","200","","","","false"
"https://punktwidzenia.info.pl/hamas-publikuje-nagranie-zakadnika-przerazajace-wideo-porusza-swiat","200","","","","false"
"https://punktwidzenia.info.pl/holandia-wysyla-zolnierzy-i-system-patriot-do-polski-solidarnosc-nato-w-praktyce","200","","index,follow","https://punktwidzenia.info.pl/holandia-wysyla-zolnierzy-i-system-patriot-do-polski-solidarnosc-nato-w-praktyce","true"
"https://punktwidzenia.info.pl/inflacja-spada-ale-ceny-w-sklepach-wciaz-wysokie-gdzie-tkwi-problem","200","","","","false"
"https://punktwidzenia.info.pl/inpost-pod-ostrzaem-rekordowy-podatek-ekspansja-w-hiszpanii-i-bunt-kurierow","200","","index,follow","https://punktwidzenia.info.pl/inpost-pod-ostrzaem-rekordowy-podatek-ekspansja-w-hiszpanii-i-bunt-kurierow","true"
"https://punktwidzenia.info.pl/intel-rezygnuje-z-inwestycji-w-polsce-co-dalej-z-rynkiem-poprzewodnikow","200","","","","false"
"https://punktwidzenia.info.pl/jackowski-przewiduje-pozar-i-fale-uchodzcow-w-polsce","200","","","","false"
"https://punktwidzenia.info.pl/jan-urban-nowym-selekcjonerem-reprezentacji-polski","200","","","","false"
"https://punktwidzenia.info.pl/jo-sem-netoperek-mezczyzna-rozebra-sie-na-dachu-restauracji-hel-nie-zapomni-tej-nocy","200","","","","false"
"https://punktwidzenia.info.pl/katowicka-kwk-wieczorek-zmienia-sie-w-nowoczesny-hub-technologiczny","200","","","","false"
"https://punktwidzenia.info.pl/kosiniak-kamysz-zelenski-powinien-dolaczyc-do-szczytu-trumpputin","200","","","","false"
"https://punktwidzenia.info.pl/laura-dahlmeier-ciezko-ranna-po-wypadku-w-pakistanie-dramatyczna-akcja-ratunkowa-w-karakorum","200","","","","false"
"https://punktwidzenia.info.pl/laura-dahlmeier-nie-zyje-tragiczny-fina-wyprawy-w-karakorum","200","","","","false"
"https://punktwidzenia.info.pl/manewry-zapad-2025-ukraina-ostrzega-przed-prowokacjami","200","","","","false"
"https://punktwidzenia.info.pl/mark-carney-w-polsce-kanadyjski-premier-zaciesnia-strategiczne-wiezi","200","","index,follow","https://punktwidzenia.info.pl/mark-carney-w-polsce-kanadyjski-premier-zaciesnia-strategiczne-wiezi","true"
"https://punktwidzenia.info.pl/masowy-atak-rosji-na-ukraine-polska-w-stanie-czujnosci","200","","","","false"
"https://punktwidzenia.info.pl/masowy-stop-drive-dla-citroenow-kierowcy-bez-aut-serwisy-sparalizowane","200","","","","false"
"https://punktwidzenia.info.pl/mauritius-pod-woda-ostrzezenie-przed-silnymi-falami-na-wybrzezu","200","","","","false"
"https://punktwidzenia.info.pl/mcdonalds-polska-ukarany-rekordowa-grzywna-4-mln-za-wyciek-danych-pracownikow","200","","index,follow","https://punktwidzenia.info.pl/mcdonalds-polska-ukarany-rekordowa-grzywna-4-mln-za-wyciek-danych-pracownikow","true"
"https://punktwidzenia.info.pl/moj-pies-pije-wode-z-kranu-hit-czy-obciach-weterynarze-podzieleni","200","","","","false"
"https://punktwidzenia.info.pl/nowa-tablica-alimentacyjna-ojciec-z-dwojka-dzieci-zostaje-z-niewielka-czescia-pensji","200","","","","false"
